,Code,Name,Bao hanh,Base_price,Slase_price,Img_directory,Thong so san pham
0,VGGI467,Card màn hình Gigabyte RTX 3090 VISION OC-24GD,24 tháng,0,0,img/VGA/,['']
1,VGGI470,Card màn hình Gigabyte RTX 3080 AORUS XTREME WATERFORCE-20GD,24 tháng,0,0,img/VGA/,['']
2,VGGI476,Card màn hình Gigabyte RTX 3080 EAGLE OC-20GD,24 tháng,0,0,img/VGA/,['']
3,VGGI477,Card màn hình Gigabyte RTX 3080 TURBO-20GD,24 tháng,0,0,img/VGA/,['']
4,VGGI478,Card màn hình Gigabyte RTX 3080 AORUS XTREME WATERFORCE-10GD,24 tháng,0,0,img/VGA/,['']
