Code,Name,Bao hanh,Base_price,Slase_price,Img_directory,Thong so san pham
PWAS005,Nguồn  ASUS ROG STRIX 1000W GOLD - 1000W ( Màu Đen/80 Plus Gold / Full Modular), 120 tháng ,5699000,5459000,img/PSU/,
PWAS006,Nguồn  ASUS ROG STRIX 850W GOLD - White Edition  850W ( Màu Trắng/80 Plus Gold / Full Modular), 120 tháng ,5399000,4989000,img/PSU/,
PWAS007,Nguồn  ASUS TUF GAMING 550W Bronze  ( Màu Đen/80 Plus Bronze ), 60 tháng ,2199000,1849000,img/PSU/,
