Code,Name,Bao hanh,Base_price,Slase_price,Img_directory,Thong so san pham
FANC721,Tản nhiệt khí Jonsbo CR-1000 GT,24 tháng,599000,569000,img/FAN/250_51069_jonsbo_cr_1000_gt_1.jpg,"- Tản nhiệt dạng tháp với 4 ống dẫn nhiệt.- Quạt đi kèm 120mm, áp lực gió lớn, tuổi thọ cao.- Quạt và logo phía bên trên trang bị đèn ARGB, đồng bộ màu với các phần mềm của mainboard."
FANC668,Fan CPU Noctua NH-U12S,24 tháng,0,1869000,img/FAN/250_47790_fan_cpu_noctua_nh_u12s_0000_1__1_.jpg,"- Mẫu quạt tản nhiệt đến từ thương hiệu nổi tiếng Noctua.- Hiệu năng tản nhiệt cao cấp, tương đương các mẫu tản nhiệt quạt 140mm.- Các ống tản nhiệt dạng tháp, trang bị 1 quạt 120mm chất lượng cao, tăng cường tuổi thọ và giảm độ ồn."
FANC764,Tản nhiệt khí ID-Cooling CPU SE-224 XT Basic,24 tháng,659000,649000,img/FAN/250_53822_id_cooling_cpu_se_224_xt_basic_0001_1__5_.jpg,"- Trang bị quạt áp lực gió cao.- Công nghệ 4 ống dẫn nhiệt tiếp xúc trực tiếp với bề mặt CPU.- Chân bắt thiết kế khoa học, tối ưu hóa khả năng tương thích của sản phẩm.- Các lá tản thiết kế đặc biệt tạo nên diện tích trao đổi nhiệt tối đa."
FANA441,Fan Case Corsair LL120 RGB 120mm Dual Light Loop RGB LED 3 Fan Pack with Lighting Node PRO,24 tháng,2699000,2789000,img/FAN/250_38915_fan_case_corsair_ll120_rgb_120mm_dual_light_loop_rgb_led_3_fan_pack_with_lighting_node_pro_0008_1__1_.jpg,"- Fan RGB led ring độc đáo, tuỳ chỉnh 16.8 triệu màu.- Số vòng quay: 600 RPM - 1500 RPM.- Thiết kế phù hợp với mọi loại case.- Kích thước quạt: 120mm x 25mm.."
FANA506,Fan Case Thermaltake Pure 14 ARGB Sync Radiator Fan TT Premium Edition (3-Fan Pack) (CL-F080-PL14SW-A),24 tháng,0,1389000,img/FAN/250_45932_fan_case_thermaltake_pure_14_argb_sync_radiator_fan_tt_premium_edition_3_fan_pack_cl_f080_pl14sw_a_0000_1__5_.jpg,"- Được thiết kế để đồng bộ hóa với ASUS Aura Sync, GIGABYTE RGB Fusion, MSI Mystic Light Sync và AsRock Polychrome.- Hỗ trợ các bo mạch chủ ARGB 5V, cho phép bạn điều khiển đèn trực tiếp từ phần mềm mainboard.."
FANA450,Fan Case Vitra Frost 12CM LED Red,24 tháng,89000,59000,img/FAN/250_52995_case_vitra_frost_12cm_led_0004__mg_9111.jpg,"- Trang bị các bóng led xung quanh cùng khả năng vận hành êm ái, Fan Case Vitra Frost 12CM LED Blue sẽ giúp giải tỏa được rất nhiều nhiệt ở các mẫu vỏ case mặt kính..- Mức giá cực phải chăng, chỉ cần thêm một chút chi phí là PC của bạn đã có thể tăng cường được kha khá hiệu năng và tuổi thọ.."
FANA573,Fan Case ID Cooling DF-12025-ARGB TRIO 3pcs Pack,24 tháng,889000,699000,img/FAN/250_55595_fan_case_id_cooling_df_12025_argb_trio_3pcs_pack_1.jpg,"- Đồng bộ led RGB với main board bằng phần mềm: AURA SYNC, MYSTIC LIGHT SYNC, RGB FUSION….- Điều khiển tay bằng remote control.- Tốc độ quạt lớn, tối ưu cho việc tản nhiệt case.- Quạt có khả năng khử rung, khử ồn trong quá trình vận hành hiệu quả."
KEOT006,Keo Tản Nhiệt Deepcool Z9,24 tháng,0,199000,img/FAN/250_53140_kem_tan_nhiet_deepcool_z9_xi_lanh___1_.jpg,- - Độ dẫn nhiệt tốt hơn .- - Không dễ cháy. .- - Hiệu năng tốt trong tầm giá .- - Không chứa bất kỳ kim loại hoặc vật liệu dẫn điện khác..
PCMD030,Trọn bộ tản nhiệt nước PC Cooler Master H500P  (Lắp ráp theo yêu cầu),24 tháng,0,6498000,img/FAN/250_43758_modding_pc_coolermaster_h500p_ht_27_1.jpg,"- Tản nhiệt nước Custom là giải pháp làm mát cao cấp nhất giành cho các bộ máy tính Desktop PC, tăng khả năng làm mát cho hệ thống từ 20-50%, ngoài ra giảm độ ồn tới 50% do diện tích toả nhiệt lớn cùng vẻ đẹp khó cưỡng là những lý do mà những hệ thống PC Gaming, Workstation ngày càng sử dụng tản nhiệt nước nhiều hơn .- Với các linh kiện được lựa chọn kỹ càng, đến từ các thương hiệu hàng đầu thế giới, những hệ thống Modding PC Made by HANOICOMPUTER đảm bảo hoạt động bền bỉ và đem lại vẻ đẹp độc đáo cho hệ thống của bạn .- Lưu ý: .- - Khách hàng có thể tuỳ chọn màu nước theo ý thích .- - Khách hàng có thể tuỳ biến đường nước theo ý thích, chi phí có thể tăng hoặc giảm tuỳ thuộc đường nước khách hàng yêu cầu  ."
PCMD048,Trọn bộ tản nhiệt nước PC CoolerMaster H500P White Mesh HT-43 TRINITY (Lắp ráp theo yêu cầu),24 tháng,0,24574000,img/FAN/250_46447_modding_pc_coolermaster_h500p_white_mesh_ht_43_trinity_1.jpg,"- Tản nhiệt nước Custom là giải pháp làm mát cao cấp nhất giành cho các bộ máy tính Desktop PC, tăng khả năng làm mát cho hệ thống từ 20-50%, ngoài ra giảm độ ồn tới 50% do diện tích toả nhiệt lớn cùng vẻ đẹp khó cưỡng là những lý do mà những hệ thống PC Gaming, Workstation ngày càng sử dụng tản nhiệt nước nhiều hơn .- Với các linh kiện được lựa chọn kỹ càng, đến từ các thương hiệu hàng đầu thế giới, những hệ thống Modding PC Made by HANOICOMPUTER đảm bảo hoạt động bền bỉ và đem lại vẻ đẹp độc đáo cho hệ thống của bạn .- Lưu ý: .- - Khách hàng có thể tuỳ chọn màu nước theo ý thích .- - Khách hàng có thể tuỳ biến đường nước theo ý thích, chi phí có thể tăng hoặc giảm tuỳ thuộc đường nước khách hàng yêu cầu  ."
FANC741,Tản nhiệt nước Corsair H100i RGB PRO XT ( CW-9060043-WW ), 24 tháng ,3499000,3199000,img/FAN/250_51859_tan_nhiet_nuoc_corsair_h100i_rgb_pro_xt_cw_9060043_ww_0009_1.jpg,- Kích cỡ Radiator: 240 mm.- Tương thích Socket: AMD AM3/AM4/sTR4 - Intel 115x/20xx.- Đèn LED: RGB.
FANC615,Tản nhiệt nước DeepCool Gamer Storm Castle 280 RGB - Liquid CPU Cooler,24 tháng,3999000,3099000,img/FAN/250_45678_tan_nhiet_nuoc_deepcool_gamer_storm_castle_280_rgb_liquid_cpu_cooler_0003_1__1_.jpg,
FANC729,Tản nhiệt nước EK-AIO 240 D-RGB,24 tháng,0,3599000,img/FAN/250_51266_ek_aio_240_drgb_5.jpg,- Hiệu năng tản nhiệt thuộc top đầu.- Bơm và quạt sử dụng chân cắm 4 pin PWM.- Trang bị đèn led Digital RGB 5v với chân cắm 3 pin tương thích với đa số các hệ thống hiện nay.
FANC787, Tản nhiệt Cooler Master MasterLiquid ML240L RGB V2  ,24 tháng,1899000,1789000,img/FAN/250_55896_cooler_master_masterliquid_ml240l_rgb_v2__6_.jpg,- Thiết kế pump lồng hơi kép thế hệ mới.- Bề mặt tiếp xúc lớn trên két nước.- Quạt SickleFlow 120 RGB mới.- Gia cố bọc dây chống rỉ nước.
CABL468,Bộ dây nối dài bọc lưới cao cấp Sleeve Cable - Yellow / Black,24 tháng,1099000,899000,img/FAN/250_47944__mg_9833.jpg,
