Code,Name,cpu-bo-vi-xu-ly,mainboard-bo-mach-chu,ram-bo-nho-trong,o-cung-hdd-desktop,o-cung-ssd,odd-o-dia-quang,vga-card-man-hinh,vo-case,nguon-may-tinh,acbel,aerocool,asus,cisco,coolermaster,corsair,fsp,gamemax,gigabyte,hangkhac,jetek,jupistar,kenoo,sama,seasonic,silverstone,superflower,thermaltake,xigmatek,xtech,duoi-2trieu,2trieu-4trieu,4trieu-8trieu,tren-8trieu,duoi-400w,400w-550w,550w-650w,650w-800w,800w-1000w,tren-1000w,80-plus,80-plus-bronze,80-plus-gold,80-plus-platinum,80-plus-titanium,non-modular-day-lien-toan-bo,full-modular-day-roi-toan-bo,semi-modular-day-roi-tru-24-pin-8-pin,1-1,1-1-1,2-1-1,1-2,3-4,5-6,7-1,1-4,5-8,9-12,13-16,1-5-1-1-1,6-10-1-1-1,flex-atx,atx-1,sfx
PWCM136,Nguồn máy tính Cooler Master MWE V2 230V 650 650W Plus Bronze  (80 Plus Bronze/Màu Đen)  ,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No
PWCM124,Nguồn Cooler Master V1000 1000W (80 Plus  Gold Full Modular/Màu Đen),No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No
PWGI015,Nguồn máy tính GIGABYTE GP-P550B- 550W (80 PLus Bronze/Màu Đen),No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No
PWCO075,Nguồn Corsair Series CV 450 450W (80 Plus Bronze/Màu Đen),No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No
PWSS007,Nguồn SilverStone SFX SST SX650 G 650W (80 Plus  Gold/Full Modular/Màu Đen),No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
PWAE010,Nguồn Aerocool VX PLUS 600 230V N-PFC 600W ( Màu Đen),No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No
PWSE066,Nguồn SeaSonic  PRIME ULTRA SSR 1000TR Active PFC F3 1000W (80 Plus Titanium/Full Modular/Màu Đen),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
PWJE064,Nguồn máy tính Jetek J650 650W ( Màu đen),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
PWCO095,Nguồn Corsair HX1000 1000W (80 Platinum/Màu Đen/Full Modul),No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No
PWSE065,Nguồn SeaSonic PRIME 1300W (80 Plus Platinum/Full Modular/Màu Đen),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
PWTH059,Nguồn Thermaltake Toughpower iRGB 1250W (80 Plus  Titanium/Màu Đen/Fan RGB),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
PWCO096,Nguồn Corsair HX1200 1200W (80 Platinum/Màu Đen/Full Modul),No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No
PWTH068,Nguồn Thermaltake Toughpower Grand 850W (80 Plus  Gold/Màu Đen/Fan RGB)  ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
PWFP027,Nguồn FSP Power Supply AURUM PT Series PT 1000FM  Active PFC (80 Plus  Platinum/Full Modular/Màu Đen),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
PWCO080,Nguồn Corsair RM Series RM1000i 1000W (80 Plus Gold Modular/Màu Đen),No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
PWFP024,Nguồn FSP Power Supply TWINS Series Nguồn FSP500 Active PFC (80 Plus  Gold/Màu Đen),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
PWFP036,Nguồn FSP Power Supply HEXA 85+ Series Model HA550 Active PFC (80 Plus  Bronze/Direct Cable/Micro ATX/Màu Đen),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
PWCO081,Nguồn Corsair CX550 550W (80 Plus Bronze / Màu Đen),No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No
PWFP008,Nguồn FSP Power Supply HYPER Series Model HP600 Active PFC (80 Plus  Standard/Màu Đen),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
PWTH057,Nguồn Thermaltake Toughpower iRGB 1050W (80 Plus  Platinum/Màu Đen/Fan RGB),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
PWCM133,Nguồn Cooler Master V1200 1200W (80 Plus Platinum/Màu Đen),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
PWCO082,Nguồn Corsair CX650 650W (80 Plus Bronze / Màu Đen),No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
PWFP009,Nguồn FSP Power Supply HYDRO Series Model HD500 Active PFC (80 Plus  Bronze/Màu Đen),No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
PWTH058,Nguồn Thermaltake Toughpower iRGB 1200W (80 Plus  Platinum/Màu Đen/Fan RGB),No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
PWCO083,Nguồn Corsair CX550F 550W RGB Black (80 Plus Bronze/Màu Đen/Led RGB/Full Modul),No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No
PWSS002,Nguồn SilverStone Essential Series SST ST60F ES230 V1.0 600W (80 Plus  Standard/Màu Đen),No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
PWCO085,Nguồn Corsair CX550F 550W RGB White (80 Plus Bronze/Màu Trắng/Led RGB/Full Modul),No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No
PWSE064,Nguồn SeaSonic Focus Plus  FX-1000 1000W  (80 Plus Gold/Full Modular/Màu Đen),No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
PWSS003,Nguồn SilverStone Essential Series/TUF Alliance SST ET650 G 650W (80 Plus  Gold/Màu Đen),No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
